문제 번호,문제,보기 1,보기 2,보기 3,보기 4,보기 5,정답,해설
32,상수도관로 교체공법 시공 시 일반적인 유의사항으로 옳지 않은 것은?,관 부설 시 교통과 공공의 안전에 방해가 되지 않도록 시행해야 한다63.,"관로의 철도, 도로, 통신선로 등의 횡단은 관계 부처와 긴밀히 협의한 후에 수행해야 한다64.",공공도로 및 기타 시설물은 그 유지관리에 책임이 있는 공공기관의 기준에 따라 원상 복구 및 보수할 필요가 없다64.,시공자는 공사 시행을 위한 모든 인·허가를 받아야 한다64.,"관을 부설하기 전에 관 내면을 깨끗이 청소하고, 관 내·외 도장면에 손상이 있을 때는 원상 복구 후 부설해야 한다64.",3,공공도로 및 기타 시설물은 그 유지관리에 책임이 있는 공공기관의 기준에 따라 원상복구하고 보수하여야 한다64.
33,상수도관로 교체공법 시공 시 유의사항 중 매설 위치 및 깊이에 대한 설명으로 옳지 않은 것은?,신설관과 기존 지하매설물과 교차하거나 인접하여 부설할 때에는 적어도 500mm 이상의 이격 거리를 두어야 한다65.,"상수도관로에 대한 오염, 파손 등 위해 우려가 있는 경우에는 현장 여건에 따라 이격 거리를 추가로 확보한다65.","관 부설 위치는 태풍이나 지진, 홍수 등 비상시에도 관로의 구조에 영향이 최소화될 수 있는 곳으로 한다66.","관 부설 깊이는 직경 900mm 이하는 1200mm 이상, 직경 1,000mm 이상은 1500mm 이상으로 하며, 직경 2000mm 이상의 대형관은 토피를 관경 이상으로 한다66.","한냉지에서는 동결심도보다 200mm 이상 얕게 매설해야 하며, 직경 500mm 이상의 관은 관경의 0.5배 이상 얕게 매설해야 한다66.",5,"한냉지에서는 동결심도보다 200mm 이상 깊게 매설해야 하며, 직경 500mm 이상의 관은 관경의 0.5배 이상 깊게 매설해야 한다66."
34,"상수도관의 운반, 보관, 취급에 대한 설명으로 옳지 않은 것은?","관의 고임목을 반드시 설치하고, 관의 도장 및 라이닝이 손상되지 않도록 주의해야 한다67.",장기간 야적할 경우에는 태양열 등에 의해 내·외면 도장재의 손상 가능성이 있으므로 태양열 차단 등 보호조치를 해야 한다67.,관을 달아 올릴 때에는 나일론슬링 또는 고무로 피복한 와이어로프 등 안전하게 달아 올리는 기구를 사용한다67.,"트럭으로부터 인력으로 하역하는 경우, 관 하단의 고임목은 같은 길이의 각재(150mm 이상)를 관 양단 2개 지점에 편평하게 고정한다68.",리프트에 의한 운반 시 리프트의 날은 수직으로 하여 관의 평형을 확실히 하고 빠르게 올려야 한다68.,5,리프트의 날은 수평으로 하여 관의 평형을 확실히 하고 천천히 올린다68.
35,상수도관 부설 시 관로 기초공사에 대한 설명으로 옳지 않은 것은?,"매우 연약한 지반인 경우 치환법, 샌드드레인 등의 탈수압밀공법, 고결법 등의 지반개량을 실시해야 한다69.","일반적인 연약지반의 경우 콘크리트기초, 침목기초, 사다리기초 또는 환토기초로 관 저 이하의 토사를 관경 정도까지 자갈이나 양질의 모래로 치환하고 관의 상단 300mm까지 모래 등으로 되메우기 해야 한다70.",연약지반에서 이형관 보호공에 중량이 큰 콘크리트블록을 사용하는 것이 부등침하 방지에 유리하다70.,지하수위가 높고 관 중량이 가벼운 경우 관 내부가 비어있으면 부상하는 경우가 있으므로 부력에 대한 대책을 수립해야 한다70.,견고한 지반과 연약지반이 단층으로 접해있을 때와 관의 한 쪽이 구조물에 고정되는 때에는 부등침하에 대한 대책을 수립해야 한다70.,3,연약지반에서 이형관 보호공에 중량이 큰 콘크리트블록을 사용하면 부등침하의 원인이 되므로 이탈방지압륜과 같은 경량의 보호공으로 해야 한다70.
36,상수도관 부설 시 관의 설치에 대한 설명으로 옳지 않은 것은?,관은 가능한 한 관로를 따라 통행에 지장이 없도록 배열하고 관부설작업이 용이하도록 해야 한다71.,관을 배열할 때에는 관의 양쪽을 완충용 목재나 모래주머니 등으로 받침을 하여 관외면 도복부가 자갈이나 암석 등에 의한 손상을 입지 않도록 한다71.,관을 설치하기 전에 관체를 검사하고 균열이나 기타 결함이 없는가를 확인해야 한다71.,관의 부설은 원칙적으로 높은 곳에서부터 낮은 곳으로 향하여 부설하고 소켓이 있는 관은 소켓이 낮은 곳으로 향하도록 배관한다71.,"매일 부설작업이 완료된 뒤에는 관내에 토사, 오수 등이 유입되지 않도록 관 끝을 막아야 하며, 이물질이 유입되지 않도록 보호해야 한다72.",4,관의 부설은 원칙적으로 낮은 곳에서부터 높은 곳으로 향하여 부설하고 소켓(Socket)이 있는 관은 소켓이 높은 곳으로 향하도록 배관한다71.
37,상수도관 절단 및 기존관과의 연결 공사에 대한 설명으로 옳지 않은 것은?,"관의 절단은 관축에 대하여 직각으로 하여야 하며, 절단 장소 근처에 가연성 물질이 있는 경우 안전상 필요한 조치를 해야 한다73.","주철관의 절단은 절단기로 하는 것을 원칙으로 하며, 절단한 경우에는 삽입구의 단면을 그라인더 등으로 규정된 모따기를 하고 삽입치수를 하얀 선으로 표시한다73.","강관의 절단 시 폭 30mm 범위의 도복장을 벗겨내고 절단선을 표시하여 절단하며, 절단 중에는 관 내외면의 도복장에 인화되지 않도록 주의하고 적절한 보호 조치를 해야 한다74.","유리섬유강화플라스틱관 및 경질염화비닐관 등을 절단할 때에는 절단면의 관축이 직각이 되도록 절단선을 표시한 후 절단하고, 절단면은 샌드페이퍼 등으로 날카로운 부분을 다듬어야 한다74.",신설관과 기존관의 연결 공사는 단수시간에 영향을 받지 않으므로 충분한 조사나 준비 없이도 신속하게 시공할 수 있다75.,5,신설관과 기존관의 연결 공사는 단수시간 등에 영향을 받으므로 사전에 충분한 조사와 준비를 한 후 원활한 시공이 되도록 경험이 풍부한 기술자와 작업자를 배치하여 정확히 시공한다75.
38,기존관의 철거 및 부단수 연결 공사에 대한 설명으로 옳지 않은 것은?,기존관의 철거는 관로대장을 참조하여 철거할 관인가를 확인한 후 작업을 실시한다76.,관을 철거하여 재사용할 경우를 고려하여 관이 손상되지 않도록 이음부를 제거하고 신중하게 철거해야 한다76.,"기존 석면시멘트관의 철거는 분진이 일어나는 절단 등을 피하고 이음부를 철거해야 하며, 부득이 절단할 경우 살수 등을 하여 습윤상태에서 수동으로 절단하여 분진이 발생되지 않도록 한다76.","지반침하 예방을 위해 기존관은 전량 철거함을 원칙으로 하며, 장애물 등으로 철거가 불가능한 경우 미철거관은 모래채움, 모르터채움 등으로 안전대책을 강구해야 한다7677.",부단수 연결 공사 시 천공은 기설관에 부단수 분기용 자관 및 슬루스밸브를 기초 위에 받침대를 마련해서 설치하고 수압시험을 실시할 필요가 없다77.,5,부단수 연결 공사 시 천공은 기설관에 부단수 분기용 자관 및 슬루스밸브를 기초 위에 받침대를 마련해서 설치하고 정해진 수압시험을 실시해야 한다77.
39,상수도관의 용접접합 시 아크용접에 대한 설명으로 옳지 않은 것은?,용접부는 충분히 건조시키고 녹이나 기타 유해한 것은 와이어브러시 등으로 완전히 제거한 다음 용접하여야 한다78.,용접시 발생되는 스패터의 흩어짐과 용접 슬래그가 관 내부로 떨어져 도장면을 손상시키는 일이 없도록 관 내면 하단반원에 고무 시트나 불연성 포대 등을 깔고 작업해야 한다78.,비드의 덧살(Excess metal)은 모재두께에 따라 표준 높이 이상이어야 한다79.,"용접은 온도, 수분 등의 영향을 받는 작업이므로 기상 상태에 주의하고 악조건인 경우에는 적당한 조치를 해야 한다79.",700mm 이상의 대구경 강관을 용접할 때는 용접열이 한 곳에 집중되어 관이 손상을 받을 수 있으므로 2명 또는 4명이 동시에 서로 정반대 위치에서 대칭 용접을 해야 한다79.,3,비드의 덧살(Excess metal)은 모재두께에 따라 표준 높이 이하이어야 한다79.
40,덕타일주철관의 접합 방법 중 메커니컬접합에 대한 설명으로 옳지 않은 것은?,충분한 기밀성과 수밀성을 가지며 수구 및 삽구가 원추형으로 가요성이 크다80.,관의 삽입구 끝 외면의 청소는 끝부분에서부터 400mm 정도까지 한다80.,"압륜의 방향을 확인한 다음 삽입구에 넣고, 삽입구와 고무링에 윤활제를 충분히 발라서 고무링을 삽입구에 끼운다81.","볼트의 조임은 한쪽으로만 죄어지지 않도록 상하의 너트, 다음에 양쪽 옆의 너트, 다음에 대각 너트의 순으로 각각 조금씩 조이고 압륜과 소켓 끝의 간격이 관체 둘레 모두에 동일하게 되도록 반복 조작한다81.","관경 80mm 덕타일주철관의 볼트조임 토크는 90N·m(9,000kgf·cm)이며, 볼트 호칭은 M20이다82.",5,"관경 80mm 덕타일주철관의 볼트조임 토크는 60N·m(6,000kgf·cm)이며, 볼트 호칭은 M16이다82."
41,기존 석면시멘트관의 폐쇄 시 처리 기준에 대한 설명으로 옳은 것은?,분진이 발생하지 않도록 절단 등은 반드시 금지해야 한다76.,"밸브실은 반드시 철거해야 하나, 밸브는 부득이한 경우 완전히 개방 후 충전할 수 있다83.","도로 구간 중 왕복 2차선 이하는 D300mm 이하 폐기, D350mm 이상 충전한다83.","토사구간은 관종별 처리 기준에 따르며, 논밭 등 경작지 구간은 전량 철거를 원칙으로 한다83.",폐쇄관 충전재는 비중이 1.0 미만이고 수중에서 분리되지 않는 배합비를 사용해야 한다84.,2,"밸브실은 전량 철거가 원칙이며, 밸브는 부득이한 경우 밸브를 완전히 개방 후 충전할 수 있다83. 석면시멘트관 철거 시 분진이 일어나는 절단 등을 피하고 이음부를 철거하도록 하며, 부득이할 경우 살수 등으로 습윤상태에서 수동으로 절단하여 분진이 발생되지 않도록 한다76. 도로 구간 중 왕복 2차선 이하는 D300mm 이하 폐기, D350mm 이상 충전이다83. 토사구간은 관종별 처리 기준에 따르며, 논밭 등 경작지 구간은 폐기/충전이 예외구간으로 분류된다83. 폐쇄관 충전재는 비중이 1.0 이상이고 수중에서 분리되지 않는 배합비를 사용해야 한다84."
42,폐쇄 상수도관 충전 공법 시공 시 유의사항으로 옳지 않은 것은?,충전의 목적은 관 붕괴에 의한 지중 공동 생성과 이로 인한 지반붕괴 예방이다85.,"폐쇄관은 관로대장을 확인한 후 작업을 실시하고, 폐쇄관과 연결된 분기점을 확인해야 한다85.","폐기할 수도관 내부에 남은 물이 있는 경우 충전이 제대로 이루어지지 않으므로, 이를 제거한 후에 충전을 실시한다85.","충전재를 압입하는 위치 반대쪽에 토출구를 설치하고, 압입 충전 시 150m~200m 이하의 길이는 구간을 나누어서 압입한다85.","과도하게 압력이 들어갈 경우에는 관이 파손될 가능성이 있으므로, 경험 있는 작업자가 실시간으로 압력을 감시해야 한다85.",4,압입 충전 시 150m~200m 이상의 길이인 경우에는 구간을 나누어서 압입을 실시한다85.
43,비굴착 신설관 매설공법 중 Pipe bursting 공법의 특징으로 옳지 않은 것은?,파쇄헤드를 견인장치에 연결하여 기존관을 파쇄하고 후미에 신관을 연결하여 비굴착으로 관을 교체하는 방법이다86.,"시공 시 도로상의 교통 장애를 최소화하며, 일반 굴착에 비해 공사비 절감 효과가 있다87.",기존관이 있던 관로노선을 따라 신관을 매설하는데 삽입관과 신관은 모두 중합체(Polymer) 재질을 많이 이용한다87.,교체관의 재질을 경질의 관만 사용하여야 하며 지반이 교란되면서 인접한 타 매설물에 충격 우려가 있다87.,"대부분의 관종에 적용할 수 있으며, 보편적인 관경은 20~500mm 정도이다88.",4,교체관의 재질을 연질의 관만 사용하여야 하며 지반이 교란되면서 인접한 타 매설물에 충격 우려가 있다87.
44,비굴착 신설관 매설공법 중 Microtunnelling 공법의 주요 공정에 대한 설명으로 옳은 것은?,MTB cutter가 맨홀에서 출발하여 기존관을 파쇄하면서 신관을 설치해 나가는 공법이다89.,"작업구 내 유압잭(Hydraulic jack)을 설치한 후, 유압잭으로 관을 매설할 방향으로 Microtunnelling machine의 cutter를 회전하여 터널을 구축한다89.",일정한 방향으로 진행되도록 레이저를 이용한 방향 조정 장치는 설치되지 않는다89.,터널 형성 과정 중 발생되는 토양 슬러리는 주로 외부의 슬러리 처리 시스템으로 이동되어 처리된다89.,"Microtunnelling 공법은 주로 암석, 하천 횡단 구간에서 굴착 없이 관을 신설하는 효과적인 공법이다90.",2,"작업구 내 유압잭(Hydraulic jack)을 설치한 후, 유압잭으로 관을 매설할 방향으로 Microtunnelling machine의 cutter를 회전하여 터널을 구축한다89. MTB cutter는 맨홀이 아닌 작업구 내 유압잭을 통해 작동한다89. 레이저를 이용한 방향 조정 장치가 설치된다89. 토양 슬러리는 주로 Microtunnelling 장비 내부로 이동된 후 작업구 외부 슬러리 처리 시스템으로 이동된다89. 암석, 하천 횡단 구간에서 굴착 없이 관을 신설하는 공법은 HDD(Horizontal Directional Drilling)이다90."
